,date,country,gold,silver,bronze,total
3174,2016-08-12,United States,20,13.0,17.0,50.0
3175,2016-08-13,United States,23,18.0,18.0,59.0
3176,2016-08-14,United States,26,21.0,22.0,69.0
3177,2016-08-15,United States,26,23.0,25.0,74.0
3178,2016-08-16,United States,28,28.0,28.0,84.0
3179,2016-08-17,United States,30,32.0,31.0,93.0
3180,2016-08-18,United States,35,33.0,32.0,100.0
3181,2016-08-19,United States,38,35.0,32.0,105.0
3182,2016-08-20,United States,43,37.0,36.0,116.0
3183,2016-08-21,United States,46,37.0,38.0,121.0
3184,2016-08-06,Uruguay,0.0,0.0,0.0,0.0
3185,2016-08-07,Uruguay,0,0.0,0.0,0.0
3186,2016-08-08,Uruguay,0,0.0,0.0,0.0
3187,2016-08-09,Uruguay,0,0.0,0.0,0.0
3188,2016-08-10,Uruguay,0,0.0,0.0,0.0
3189,2016-08-11,Uruguay,0,0.0,0.0,0.0
3190,2016-08-12,Uruguay,0,0.0,0.0,0.0
3191,2016-08-13,Uruguay,0,0.0,0.0,0.0
3192,2016-08-14,Uruguay,0,0.0,0.0,0.0
3193,2016-08-15,Uruguay,0,0.0,0.0,0.0
3194,2016-08-16,Uruguay,0,0.0,0.0,0.0
3195,2016-08-17,Uruguay,0,0.0,0.0,0.0
3196,2016-08-18,Uruguay,0,0.0,0.0,0.0
3197,2016-08-19,Uruguay,0,0.0,0.0,0.0
3198,2016-08-20,Uruguay,0,0.0,0.0,0.0
3199,2016-08-21,Uruguay,0,0.0,0.0,0.0
3200,2016-08-06,Uzbekistan,0.0,0.0,1.0,1.0
3201,2016-08-07,Uzbekistan,0,0.0,2.0,2.0
3202,2016-08-08,Uzbekistan,0,0.0,2.0,2.0
3203,2016-08-09,Uzbekistan,0,0.0,2.0,2.0
3204,2016-08-10,Uzbekistan,0,0.0,2.0,2.0
3205,2016-08-11,Uzbekistan,0,0.0,2.0,2.0
3206,2016-08-12,Uzbekistan,0,0.0,2.0,2.0
3207,2016-08-13,Uzbekistan,0,0.0,3.0,3.0
3208,2016-08-14,Uzbekistan,1,0.0,4.0,5.0
3209,2016-08-15,Uzbekistan,2,0.0,4.0,6.0
3210,2016-08-16,Uzbekistan,2,0.0,4.0,6.0
3211,2016-08-17,Uzbekistan,2,1.0,4.0,7.0
3212,2016-08-18,Uzbekistan,2,1.0,5.0,8.0
3213,2016-08-19,Uzbekistan,2,1.0,5.0,8.0
3214,2016-08-20,Uzbekistan,2,2.0,5.0,9.0
3215,2016-08-21,Uzbekistan,4,2.0,7.0,13.0
3216,2016-08-06,Vanuatu,0.0,0.0,0.0,0.0
3217,2016-08-07,Vanuatu,0,0.0,0.0,0.0
3218,2016-08-08,Vanuatu,0,0.0,0.0,0.0
3219,2016-08-09,Vanuatu,0,0.0,0.0,0.0
3220,2016-08-10,Vanuatu,0,0.0,0.0,0.0
3221,2016-08-11,Vanuatu,0,0.0,0.0,0.0
3222,2016-08-12,Vanuatu,0,0.0,0.0,0.0
3223,2016-08-13,Vanuatu,0,0.0,0.0,0.0
3224,2016-08-14,Vanuatu,0,0.0,0.0,0.0
3225,2016-08-15,Vanuatu,0,0.0,0.0,0.0
3226,2016-08-16,Vanuatu,0,0.0,0.0,0.0
3227,2016-08-17,Vanuatu,0,0.0,0.0,0.0
3228,2016-08-18,Vanuatu,0,0.0,0.0,0.0
3229,2016-08-19,Vanuatu,0,0.0,0.0,0.0
3230,2016-08-20,Vanuatu,0,0.0,0.0,0.0
3231,2016-08-21,Vanuatu,0,0.0,0.0,0.0
3232,2016-08-06,Venezuela,0.0,0.0,0.0,0.0
3233,2016-08-07,Venezuela,0,0.0,0.0,0.0
3234,2016-08-08,Venezuela,0,0.0,0.0,0.0
3235,2016-08-09,Venezuela,0,0.0,0.0,0.0
3236,2016-08-10,Venezuela,0,0.0,0.0,0.0
3237,2016-08-11,Venezuela,0,0.0,0.0,0.0
3238,2016-08-12,Venezuela,0,0.0,0.0,0.0
3239,2016-08-13,Venezuela,0,0.0,0.0,0.0
3240,2016-08-14,Venezuela,0,1.0,0.0,1.0
3241,2016-08-15,Venezuela,0,1.0,0.0,1.0
3242,2016-08-16,Venezuela,0,1.0,0.0,1.0
3243,2016-08-17,Venezuela,0,1.0,0.0,1.0
3244,2016-08-18,Venezuela,0,1.0,0.0,1.0
3245,2016-08-19,Venezuela,0,1.0,2.0,3.0
3246,2016-08-20,Venezuela,0,1.0,2.0,3.0
3247,2016-08-21,Venezuela,0,1.0,2.0,3.0
3248,2016-08-06,Vietnam,1.0,0.0,0.0,1.0
3249,2016-08-07,Vietnam,1,0.0,0.0,1.0
3250,2016-08-08,Vietnam,1,0.0,0.0,1.0
3251,2016-08-09,Vietnam,1,0.0,0.0,1.0
3252,2016-08-10,Vietnam,1,1.0,0.0,2.0
3253,2016-08-11,Vietnam,1,1.0,0.0,2.0
3254,2016-08-12,Vietnam,1,1.0,0.0,2.0
3255,2016-08-13,Vietnam,1,1.0,0.0,2.0
3256,2016-08-14,Vietnam,1,1.0,0.0,2.0
3257,2016-08-15,Vietnam,1,1.0,0.0,2.0
3258,2016-08-16,Vietnam,1,1.0,0.0,2.0
3259,2016-08-17,Vietnam,1,1.0,0.0,2.0
3260,2016-08-18,Vietnam,1,1.0,0.0,2.0
3261,2016-08-19,Vietnam,1,1.0,0.0,2.0
3262,2016-08-20,Vietnam,1,1.0,0.0,2.0
3263,2016-08-21,Vietnam,1,1.0,0.0,2.0
3264,2016-08-06,Yemen,0.0,0.0,0.0,0.0
3265,2016-08-07,Yemen,0,0.0,0.0,0.0
3266,2016-08-08,Yemen,0,0.0,0.0,0.0
3267,2016-08-09,Yemen,0,0.0,0.0,0.0
3268,2016-08-10,Yemen,0,0.0,0.0,0.0
3269,2016-08-11,Yemen,0,0.0,0.0,0.0
3270,2016-08-12,Yemen,0,0.0,0.0,0.0
3271,2016-08-13,Yemen,0,0.0,0.0,0.0
3272,2016-08-14,Yemen,0,0.0,0.0,0.0
3273,2016-08-15,Yemen,0,0.0,0.0,0.0
3274,2016-08-16,Yemen,0,0.0,0.0,0.0
3275,2016-08-17,Yemen,0,0.0,0.0,0.0
3276,2016-08-18,Yemen,0,0.0,0.0,0.0
3277,2016-08-19,Yemen,0,0.0,0.0,0.0
3278,2016-08-20,Yemen,0,0.0,0.0,0.0
3279,2016-08-21,Yemen,0,0.0,0.0,0.0
3280,2016-08-06,Zambia,0.0,0.0,0.0,0.0
3281,2016-08-07,Zambia,0,0.0,0.0,0.0
3282,2016-08-08,Zambia,0,0.0,0.0,0.0
3283,2016-08-09,Zambia,0,0.0,0.0,0.0
3284,2016-08-10,Zambia,0,0.0,0.0,0.0
3285,2016-08-11,Zambia,0,0.0,0.0,0.0
3286,2016-08-12,Zambia,0,0.0,0.0,0.0
3287,2016-08-13,Zambia,0,0.0,0.0,0.0
3288,2016-08-14,Zambia,0,0.0,0.0,0.0
3289,2016-08-15,Zambia,0,0.0,0.0,0.0
3290,2016-08-16,Zambia,0,0.0,0.0,0.0
3291,2016-08-17,Zambia,0,0.0,0.0,0.0
3292,2016-08-18,Zambia,0,0.0,0.0,0.0
3293,2016-08-19,Zambia,0,0.0,0.0,0.0
3294,2016-08-20,Zambia,0,0.0,0.0,0.0
3295,2016-08-21,Zambia,0,0.0,0.0,0.0
3296,2016-08-06,Zimbabwe,0.0,0.0,0.0,0.0
3297,2016-08-07,Zimbabwe,0,0.0,0.0,0.0
3298,2016-08-08,Zimbabwe,0,0.0,0.0,0.0
3299,2016-08-09,Zimbabwe,0,0.0,0.0,0.0
3300,2016-08-10,Zimbabwe,0,0.0,0.0,0.0
3301,2016-08-11,Zimbabwe,0,0.0,0.0,0.0
3302,2016-08-12,Zimbabwe,0,0.0,0.0,0.0
3303,2016-08-13,Zimbabwe,0,0.0,0.0,0.0
3304,2016-08-14,Zimbabwe,0,0.0,0.0,0.0
3305,2016-08-15,Zimbabwe,0,0.0,0.0,0.0
3306,2016-08-16,Zimbabwe,0,0.0,0.0,0.0
3307,2016-08-17,Zimbabwe,0,0.0,0.0,0.0
3308,2016-08-18,Zimbabwe,0,0.0,0.0,0.0
3309,2016-08-19,Zimbabwe,0,0.0,0.0,0.0
3310,2016-08-20,Zimbabwe,0,0.0,0.0,0.0
3311,2016-08-21,Zimbabwe,0,0.0,0.0,0.0
