,date,country,gold,silver,bronze,total
2258,2016-08-08,Palau,0,0.0,0.0,0.0
2259,2016-08-09,Palau,0,0.0,0.0,0.0
2260,2016-08-10,Palau,0,0.0,0.0,0.0
2261,2016-08-11,Palau,0,0.0,0.0,0.0
2262,2016-08-12,Palau,0,0.0,0.0,0.0
2263,2016-08-13,Palau,0,0.0,0.0,0.0
2264,2016-08-14,Palau,0,0.0,0.0,0.0
2265,2016-08-15,Palau,0,0.0,0.0,0.0
2266,2016-08-16,Palau,0,0.0,0.0,0.0
2267,2016-08-17,Palau,0,0.0,0.0,0.0
2268,2016-08-18,Palau,0,0.0,0.0,0.0
2269,2016-08-19,Palau,0,0.0,0.0,0.0
2270,2016-08-20,Palau,0,0.0,0.0,0.0
2271,2016-08-21,Palau,0,0.0,0.0,0.0
2272,2016-08-06,Palestine,0.0,0.0,0.0,0.0
2273,2016-08-07,Palestine,0,0.0,0.0,0.0
2274,2016-08-08,Palestine,0,0.0,0.0,0.0
2275,2016-08-09,Palestine,0,0.0,0.0,0.0
2276,2016-08-10,Palestine,0,0.0,0.0,0.0
2277,2016-08-11,Palestine,0,0.0,0.0,0.0
2278,2016-08-12,Palestine,0,0.0,0.0,0.0
2279,2016-08-13,Palestine,0,0.0,0.0,0.0
2280,2016-08-14,Palestine,0,0.0,0.0,0.0
2281,2016-08-15,Palestine,0,0.0,0.0,0.0
2282,2016-08-16,Palestine,0,0.0,0.0,0.0
2283,2016-08-17,Palestine,0,0.0,0.0,0.0
2284,2016-08-18,Palestine,0,0.0,0.0,0.0
2285,2016-08-19,Palestine,0,0.0,0.0,0.0
2286,2016-08-20,Palestine,0,0.0,0.0,0.0
2287,2016-08-21,Palestine,0,0.0,0.0,0.0
2288,2016-08-06,Panama,0.0,0.0,0.0,0.0
2289,2016-08-07,Panama,0,0.0,0.0,0.0
2290,2016-08-08,Panama,0,0.0,0.0,0.0
2291,2016-08-09,Panama,0,0.0,0.0,0.0
2292,2016-08-10,Panama,0,0.0,0.0,0.0
2293,2016-08-11,Panama,0,0.0,0.0,0.0
2294,2016-08-12,Panama,0,0.0,0.0,0.0
2295,2016-08-13,Panama,0,0.0,0.0,0.0
2296,2016-08-14,Panama,0,0.0,0.0,0.0
2297,2016-08-15,Panama,0,0.0,0.0,0.0
2298,2016-08-16,Panama,0,0.0,0.0,0.0
2299,2016-08-17,Panama,0,0.0,0.0,0.0
2300,2016-08-18,Panama,0,0.0,0.0,0.0
2301,2016-08-19,Panama,0,0.0,0.0,0.0
2302,2016-08-20,Panama,0,0.0,0.0,0.0
2303,2016-08-21,Panama,0,0.0,0.0,0.0
2304,2016-08-06,Papua New Guinea,0.0,0.0,0.0,0.0
2305,2016-08-07,Papua New Guinea,0,0.0,0.0,0.0
2306,2016-08-08,Papua New Guinea,0,0.0,0.0,0.0
2307,2016-08-09,Papua New Guinea,0,0.0,0.0,0.0
2308,2016-08-10,Papua New Guinea,0,0.0,0.0,0.0
2309,2016-08-11,Papua New Guinea,0,0.0,0.0,0.0
2310,2016-08-12,Papua New Guinea,0,0.0,0.0,0.0
2311,2016-08-13,Papua New Guinea,0,0.0,0.0,0.0
2312,2016-08-14,Papua New Guinea,0,0.0,0.0,0.0
2313,2016-08-15,Papua New Guinea,0,0.0,0.0,0.0
2314,2016-08-16,Papua New Guinea,0,0.0,0.0,0.0
2315,2016-08-17,Papua New Guinea,0,0.0,0.0,0.0
2316,2016-08-18,Papua New Guinea,0,0.0,0.0,0.0
2317,2016-08-19,Papua New Guinea,0,0.0,0.0,0.0
2318,2016-08-20,Papua New Guinea,0,0.0,0.0,0.0
2319,2016-08-21,Papua New Guinea,0,0.0,0.0,0.0
2320,2016-08-06,Paraguay,0.0,0.0,0.0,0.0
2321,2016-08-07,Paraguay,0,0.0,0.0,0.0
2322,2016-08-08,Paraguay,0,0.0,0.0,0.0
2323,2016-08-09,Paraguay,0,0.0,0.0,0.0
2324,2016-08-10,Paraguay,0,0.0,0.0,0.0
2325,2016-08-11,Paraguay,0,0.0,0.0,0.0
2326,2016-08-12,Paraguay,0,0.0,0.0,0.0
2327,2016-08-13,Paraguay,0,0.0,0.0,0.0
2328,2016-08-14,Paraguay,0,0.0,0.0,0.0
2329,2016-08-15,Paraguay,0,0.0,0.0,0.0
2330,2016-08-16,Paraguay,0,0.0,0.0,0.0
2331,2016-08-17,Paraguay,0,0.0,0.0,0.0
2332,2016-08-18,Paraguay,0,0.0,0.0,0.0
2333,2016-08-19,Paraguay,0,0.0,0.0,0.0
2334,2016-08-20,Paraguay,0,0.0,0.0,0.0
2335,2016-08-21,Paraguay,0,0.0,0.0,0.0
2336,2016-08-06,Peru,0.0,0.0,0.0,0.0
2337,2016-08-07,Peru,0,0.0,0.0,0.0
2338,2016-08-08,Peru,0,0.0,0.0,0.0
2339,2016-08-09,Peru,0,0.0,0.0,0.0
2340,2016-08-10,Peru,0,0.0,0.0,0.0
2341,2016-08-11,Peru,0,0.0,0.0,0.0
2342,2016-08-12,Peru,0,0.0,0.0,0.0
2343,2016-08-13,Peru,0,0.0,0.0,0.0
2344,2016-08-14,Peru,0,0.0,0.0,0.0
2345,2016-08-15,Peru,0,0.0,0.0,0.0
2346,2016-08-16,Peru,0,0.0,0.0,0.0
2347,2016-08-17,Peru,0,0.0,0.0,0.0
2348,2016-08-18,Peru,0,0.0,0.0,0.0
2349,2016-08-19,Peru,0,0.0,0.0,0.0
2350,2016-08-20,Peru,0,0.0,0.0,0.0
2351,2016-08-21,Peru,0,0.0,0.0,0.0
2352,2016-08-06,Philippines,0.0,0.0,0.0,0.0
2353,2016-08-07,Philippines,0,1.0,0.0,1.0
2354,2016-08-08,Philippines,0,1.0,0.0,1.0
2355,2016-08-09,Philippines,0,1.0,0.0,1.0
2356,2016-08-10,Philippines,0,1.0,0.0,1.0
2357,2016-08-11,Philippines,0,1.0,0.0,1.0
2358,2016-08-12,Philippines,0,1.0,0.0,1.0
2359,2016-08-13,Philippines,0,1.0,0.0,1.0
2360,2016-08-14,Philippines,0,1.0,0.0,1.0
2361,2016-08-15,Philippines,0,1.0,0.0,1.0
2362,2016-08-16,Philippines,0,1.0,0.0,1.0
2363,2016-08-17,Philippines,0,1.0,0.0,1.0
2364,2016-08-18,Philippines,0,1.0,0.0,1.0
2365,2016-08-19,Philippines,0,1.0,0.0,1.0
2366,2016-08-20,Philippines,0,1.0,0.0,1.0
2367,2016-08-21,Philippines,0,1.0,0.0,1.0
2368,2016-08-06,Poland,0.0,0.0,1.0,1.0
2369,2016-08-07,Poland,0,0.0,1.0,1.0
2370,2016-08-08,Poland,0,0.0,1.0,1.0
2371,2016-08-09,Poland,0,0.0,1.0,1.0
2372,2016-08-10,Poland,0,0.0,1.0,1.0
2373,2016-08-11,Poland,1,0.0,2.0,3.0
2374,2016-08-12,Poland,1,0.0,2.0,3.0
2375,2016-08-13,Poland,1,1.0,2.0,4.0
2376,2016-08-14,Poland,1,1.0,2.0,4.0
2377,2016-08-15,Poland,2,1.0,2.0,5.0
2378,2016-08-16,Poland,2,2.0,3.0,7.0
2379,2016-08-17,Poland,2,2.0,3.0,7.0
2380,2016-08-18,Poland,2,2.0,4.0,8.0
2381,2016-08-19,Poland,2,2.0,6.0,10.0
2382,2016-08-20,Poland,2,3.0,6.0,11.0
2383,2016-08-21,Poland,2,3.0,6.0,11.0
2384,2016-08-06,Portugal,0.0,0.0,0.0,0.0
2385,2016-08-07,Portugal,0,0.0,0.0,0.0
2386,2016-08-08,Portugal,0,0.0,1.0,1.0
2387,2016-08-09,Portugal,0,0.0,1.0,1.0
2388,2016-08-10,Portugal,0,0.0,1.0,1.0
2389,2016-08-11,Portugal,0,0.0,1.0,1.0
2390,2016-08-12,Portugal,0,0.0,1.0,1.0
2391,2016-08-13,Portugal,0,0.0,1.0,1.0
2392,2016-08-14,Portugal,0,0.0,1.0,1.0
2393,2016-08-15,Portugal,0,0.0,1.0,1.0
2394,2016-08-16,Portugal,0,0.0,1.0,1.0
2395,2016-08-17,Portugal,0,0.0,1.0,1.0
2396,2016-08-18,Portugal,0,0.0,1.0,1.0
2397,2016-08-19,Portugal,0,0.0,1.0,1.0
2398,2016-08-20,Portugal,0,0.0,1.0,1.0
2399,2016-08-21,Portugal,0,0.0,1.0,1.0
2400,2016-08-06,Puerto Rico,0.0,0.0,0.0,0.0
2401,2016-08-07,Puerto Rico,0,0.0,0.0,0.0
2402,2016-08-08,Puerto Rico,0,0.0,0.0,0.0
2403,2016-08-09,Puerto Rico,0,0.0,0.0,0.0
2404,2016-08-10,Puerto Rico,0,0.0,0.0,0.0
2405,2016-08-11,Puerto Rico,0,0.0,0.0,0.0
2406,2016-08-12,Puerto Rico,0,0.0,0.0,0.0
2407,2016-08-13,Puerto Rico,1,0.0,0.0,1.0
2408,2016-08-14,Puerto Rico,1,0.0,0.0,1.0
2409,2016-08-15,Puerto Rico,1,0.0,0.0,1.0
2410,2016-08-16,Puerto Rico,1,0.0,0.0,1.0
2411,2016-08-17,Puerto Rico,1,0.0,0.0,1.0
2412,2016-08-18,Puerto Rico,1,0.0,0.0,1.0
2413,2016-08-19,Puerto Rico,1,0.0,0.0,1.0
2414,2016-08-20,Puerto Rico,1,0.0,0.0,1.0
2415,2016-08-21,Puerto Rico,1,0.0,0.0,1.0
2416,2016-08-06,Qatar,0.0,0.0,0.0,0.0
2417,2016-08-07,Qatar,0,0.0,0.0,0.0
2418,2016-08-08,Qatar,0,0.0,0.0,0.0
2419,2016-08-09,Qatar,0,0.0,0.0,0.0
2420,2016-08-10,Qatar,0,0.0,0.0,0.0
2421,2016-08-11,Qatar,0,0.0,0.0,0.0
2422,2016-08-12,Qatar,0,0.0,0.0,0.0
2423,2016-08-13,Qatar,0,0.0,0.0,0.0
2424,2016-08-14,Qatar,0,0.0,0.0,0.0
2425,2016-08-15,Qatar,0,0.0,0.0,0.0
2426,2016-08-16,Qatar,0,1.0,0.0,1.0
2427,2016-08-17,Qatar,0,1.0,0.0,1.0
2428,2016-08-18,Qatar,0,1.0,0.0,1.0
2429,2016-08-19,Qatar,0,1.0,0.0,1.0
2430,2016-08-20,Qatar,0,1.0,0.0,1.0
2431,2016-08-21,Qatar,0,1.0,0.0,1.0
2432,2016-08-06,Refugee Olympic Athletes,0.0,0.0,0.0,0.0
2433,2016-08-07,Refugee Olympic Athletes,0,0.0,0.0,0.0
2434,2016-08-08,Refugee Olympic Athletes,0,0.0,0.0,0.0
2435,2016-08-09,Refugee Olympic Athletes,0,0.0,0.0,0.0
2436,2016-08-10,Refugee Olympic Athletes,0,0.0,0.0,0.0
2437,2016-08-11,Refugee Olympic Athletes,0,0.0,0.0,0.0
2438,2016-08-12,Refugee Olympic Athletes,0,0.0,0.0,0.0
2439,2016-08-13,Refugee Olympic Athletes,0,0.0,0.0,0.0
2440,2016-08-14,Refugee Olympic Athletes,0,0.0,0.0,0.0
2441,2016-08-15,Refugee Olympic Athletes,0,0.0,0.0,0.0
2442,2016-08-16,Refugee Olympic Athletes,0,0.0,0.0,0.0
2443,2016-08-17,Refugee Olympic Athletes,0,0.0,0.0,0.0
2444,2016-08-18,Refugee Olympic Athletes,0,0.0,0.0,0.0
2445,2016-08-19,Refugee Olympic Athletes,0,0.0,0.0,0.0
2446,2016-08-20,Refugee Olympic Athletes,0,0.0,0.0,0.0
2447,2016-08-21,Refugee Olympic Athletes,0,0.0,0.0,0.0
2448,2016-08-06,Romania,0.0,0.0,0.0,0.0
2449,2016-08-07,Romania,0,0.0,0.0,0.0
2450,2016-08-08,Romania,0,0.0,0.0,0.0
2451,2016-08-09,Romania,0,0.0,0.0,0.0
2452,2016-08-10,Romania,0,0.0,0.0,0.0
2453,2016-08-11,Romania,1,0.0,0.0,1.0
2454,2016-08-12,Romania,1,1.0,1.0,3.0
2455,2016-08-13,Romania,1,1.0,2.0,4.0
2456,2016-08-14,Romania,1,1.0,2.0,4.0
2457,2016-08-15,Romania,1,1.0,2.0,4.0
2458,2016-08-16,Romania,1,1.0,2.0,4.0
2459,2016-08-17,Romania,1,1.0,2.0,4.0
2460,2016-08-18,Romania,1,1.0,2.0,4.0
2461,2016-08-19,Romania,1,1.0,2.0,4.0
2462,2016-08-20,Romania,1,1.0,2.0,4.0
2463,2016-08-21,Romania,1,1.0,3.0,5.0
2464,2016-08-06,Russia,1.0,0.0,0.0,1.0
2465,2016-08-07,Russia,1,2.0,2.0,5.0
2466,2016-08-08,Russia,2,5.0,3.0,10.0
2467,2016-08-09,Russia,3,6.0,3.0,12.0
2468,2016-08-10,Russia,4,7.0,4.0,15.0
2469,2016-08-11,Russia,4,8.0,7.0,19.0
2470,2016-08-12,Russia,5,9.0,8.0,22.0
2471,2016-08-13,Russia,6,9.0,8.0,23.0
2472,2016-08-14,Russia,9,11.0,10.0,30.0
2473,2016-08-15,Russia,11,12.0,12.0,35.0
2474,2016-08-16,Russia,12,12.0,14.0,38.0
2475,2016-08-17,Russia,12,14.0,15.0,41.0
2476,2016-08-18,Russia,12,15.0,17.0,44.0
2477,2016-08-19,Russia,13,16.0,19.0,48.0
2478,2016-08-20,Russia,17,17.0,19.0,53.0
2479,2016-08-21,Russia,19,18.0,19.0,56.0
2480,2016-08-06,Rwanda,0.0,0.0,0.0,0.0
2481,2016-08-07,Rwanda,0,0.0,0.0,0.0
2482,2016-08-08,Rwanda,0,0.0,0.0,0.0
2483,2016-08-09,Rwanda,0,0.0,0.0,0.0
2484,2016-08-10,Rwanda,0,0.0,0.0,0.0
2485,2016-08-11,Rwanda,0,0.0,0.0,0.0
2486,2016-08-12,Rwanda,0,0.0,0.0,0.0
2487,2016-08-13,Rwanda,0,0.0,0.0,0.0
2488,2016-08-14,Rwanda,0,0.0,0.0,0.0
2489,2016-08-15,Rwanda,0,0.0,0.0,0.0
2490,2016-08-16,Rwanda,0,0.0,0.0,0.0
2491,2016-08-17,Rwanda,0,0.0,0.0,0.0
2492,2016-08-18,Rwanda,0,0.0,0.0,0.0
2493,2016-08-19,Rwanda,0,0.0,0.0,0.0
2494,2016-08-20,Rwanda,0,0.0,0.0,0.0
2495,2016-08-21,Rwanda,0,0.0,0.0,0.0
2496,2016-08-06,Saint Kitts and Nevis,0.0,0.0,0.0,0.0
2497,2016-08-07,Saint Kitts and Nevis,0,0.0,0.0,0.0
2498,2016-08-08,Saint Kitts and Nevis,0,0.0,0.0,0.0
2499,2016-08-09,Saint Kitts and Nevis,0,0.0,0.0,0.0
2500,2016-08-10,Saint Kitts and Nevis,0,0.0,0.0,0.0
2501,2016-08-11,Saint Kitts and Nevis,0,0.0,0.0,0.0
2502,2016-08-12,Saint Kitts and Nevis,0,0.0,0.0,0.0
2503,2016-08-13,Saint Kitts and Nevis,0,0.0,0.0,0.0
2504,2016-08-14,Saint Kitts and Nevis,0,0.0,0.0,0.0
2505,2016-08-15,Saint Kitts and Nevis,0,0.0,0.0,0.0
2506,2016-08-16,Saint Kitts and Nevis,0,0.0,0.0,0.0
2507,2016-08-17,Saint Kitts and Nevis,0,0.0,0.0,0.0
2508,2016-08-18,Saint Kitts and Nevis,0,0.0,0.0,0.0
2509,2016-08-19,Saint Kitts and Nevis,0,0.0,0.0,0.0
2510,2016-08-20,Saint Kitts and Nevis,0,0.0,0.0,0.0
2511,2016-08-21,Saint Kitts and Nevis,0,0.0,0.0,0.0
2512,2016-08-06,Saint Lucia,0.0,0.0,0.0,0.0
2513,2016-08-07,Saint Lucia,0,0.0,0.0,0.0
2514,2016-08-08,Saint Lucia,0,0.0,0.0,0.0
2515,2016-08-09,Saint Lucia,0,0.0,0.0,0.0
2516,2016-08-10,Saint Lucia,0,0.0,0.0,0.0
2517,2016-08-11,Saint Lucia,0,0.0,0.0,0.0
2518,2016-08-12,Saint Lucia,0,0.0,0.0,0.0
2519,2016-08-13,Saint Lucia,0,0.0,0.0,0.0
2520,2016-08-14,Saint Lucia,0,0.0,0.0,0.0
2521,2016-08-15,Saint Lucia,0,0.0,0.0,0.0
2522,2016-08-16,Saint Lucia,0,0.0,0.0,0.0
2523,2016-08-17,Saint Lucia,0,0.0,0.0,0.0
2524,2016-08-18,Saint Lucia,0,0.0,0.0,0.0
2525,2016-08-19,Saint Lucia,0,0.0,0.0,0.0
2526,2016-08-20,Saint Lucia,0,0.0,0.0,0.0
2527,2016-08-21,Saint Lucia,0,0.0,0.0,0.0
2528,2016-08-06,Samoa,0.0,0.0,0.0,0.0
2529,2016-08-07,Samoa,0,0.0,0.0,0.0
2530,2016-08-08,Samoa,0,0.0,0.0,0.0
2531,2016-08-09,Samoa,0,0.0,0.0,0.0
2532,2016-08-10,Samoa,0,0.0,0.0,0.0
2533,2016-08-11,Samoa,0,0.0,0.0,0.0
2534,2016-08-12,Samoa,0,0.0,0.0,0.0
2535,2016-08-13,Samoa,0,0.0,0.0,0.0
2536,2016-08-14,Samoa,0,0.0,0.0,0.0
2537,2016-08-15,Samoa,0,0.0,0.0,0.0
2538,2016-08-16,Samoa,0,0.0,0.0,0.0
2539,2016-08-17,Samoa,0,0.0,0.0,0.0
2540,2016-08-18,Samoa,0,0.0,0.0,0.0
2541,2016-08-19,Samoa,0,0.0,0.0,0.0
2542,2016-08-20,Samoa,0,0.0,0.0,0.0
2543,2016-08-21,Samoa,0,0.0,0.0,0.0
2544,2016-08-06,San Marino,0.0,0.0,0.0,0.0
2545,2016-08-07,San Marino,0,0.0,0.0,0.0
2546,2016-08-08,San Marino,0,0.0,0.0,0.0
2547,2016-08-09,San Marino,0,0.0,0.0,0.0
2548,2016-08-10,San Marino,0,0.0,0.0,0.0
2549,2016-08-11,San Marino,0,0.0,0.0,0.0
2550,2016-08-12,San Marino,0,0.0,0.0,0.0
2551,2016-08-13,San Marino,0,0.0,0.0,0.0
2552,2016-08-14,San Marino,0,0.0,0.0,0.0
2553,2016-08-15,San Marino,0,0.0,0.0,0.0
2554,2016-08-16,San Marino,0,0.0,0.0,0.0
2555,2016-08-17,San Marino,0,0.0,0.0,0.0
2556,2016-08-18,San Marino,0,0.0,0.0,0.0
2557,2016-08-19,San Marino,0,0.0,0.0,0.0
2558,2016-08-20,San Marino,0,0.0,0.0,0.0
2559,2016-08-21,San Marino,0,0.0,0.0,0.0
2560,2016-08-06,Sao Tome and Principe,0.0,0.0,0.0,0.0
2561,2016-08-07,Sao Tome and Principe,0,0.0,0.0,0.0
2562,2016-08-08,Sao Tome and Principe,0,0.0,0.0,0.0
2563,2016-08-09,Sao Tome and Principe,0,0.0,0.0,0.0
2564,2016-08-10,Sao Tome and Principe,0,0.0,0.0,0.0
2565,2016-08-11,Sao Tome and Principe,0,0.0,0.0,0.0
2566,2016-08-12,Sao Tome and Principe,0,0.0,0.0,0.0
2567,2016-08-13,Sao Tome and Principe,0,0.0,0.0,0.0
2568,2016-08-14,Sao Tome and Principe,0,0.0,0.0,0.0
2569,2016-08-15,Sao Tome and Principe,0,0.0,0.0,0.0
2570,2016-08-16,Sao Tome and Principe,0,0.0,0.0,0.0
2571,2016-08-17,Sao Tome and Principe,0,0.0,0.0,0.0
2572,2016-08-18,Sao Tome and Principe,0,0.0,0.0,0.0
2573,2016-08-19,Sao Tome and Principe,0,0.0,0.0,0.0
2574,2016-08-20,Sao Tome and Principe,0,0.0,0.0,0.0
2575,2016-08-21,Sao Tome and Principe,0,0.0,0.0,0.0
2576,2016-08-06,Saudi Arabia,0.0,0.0,0.0,0.0
2577,2016-08-07,Saudi Arabia,0,0.0,0.0,0.0
2578,2016-08-08,Saudi Arabia,0,0.0,0.0,0.0
2579,2016-08-09,Saudi Arabia,0,0.0,0.0,0.0
2580,2016-08-10,Saudi Arabia,0,0.0,0.0,0.0
2581,2016-08-11,Saudi Arabia,0,0.0,0.0,0.0
2582,2016-08-12,Saudi Arabia,0,0.0,0.0,0.0
2583,2016-08-13,Saudi Arabia,0,0.0,0.0,0.0
2584,2016-08-14,Saudi Arabia,0,0.0,0.0,0.0
2585,2016-08-15,Saudi Arabia,0,0.0,0.0,0.0
2586,2016-08-16,Saudi Arabia,0,0.0,0.0,0.0
2587,2016-08-17,Saudi Arabia,0,0.0,0.0,0.0
2588,2016-08-18,Saudi Arabia,0,0.0,0.0,0.0
2589,2016-08-19,Saudi Arabia,0,0.0,0.0,0.0
2590,2016-08-20,Saudi Arabia,0,0.0,0.0,0.0
2591,2016-08-21,Saudi Arabia,0,0.0,0.0,0.0
2592,2016-08-06,Senegal,0.0,0.0,0.0,0.0
2593,2016-08-07,Senegal,0,0.0,0.0,0.0
2594,2016-08-08,Senegal,0,0.0,0.0,0.0
2595,2016-08-09,Senegal,0,0.0,0.0,0.0
2596,2016-08-10,Senegal,0,0.0,0.0,0.0
2597,2016-08-11,Senegal,0,0.0,0.0,0.0
2598,2016-08-12,Senegal,0,0.0,0.0,0.0
2599,2016-08-13,Senegal,0,0.0,0.0,0.0
2600,2016-08-14,Senegal,0,0.0,0.0,0.0
2601,2016-08-15,Senegal,0,0.0,0.0,0.0
2602,2016-08-16,Senegal,0,0.0,0.0,0.0
2603,2016-08-17,Senegal,0,0.0,0.0,0.0
2604,2016-08-18,Senegal,0,0.0,0.0,0.0
2605,2016-08-19,Senegal,0,0.0,0.0,0.0
2606,2016-08-20,Senegal,0,0.0,0.0,0.0
2607,2016-08-21,Senegal,0,0.0,0.0,0.0
2608,2016-08-06,Serbia,0.0,0.0,0.0,0.0
2609,2016-08-07,Serbia,0,0.0,0.0,0.0
2610,2016-08-08,Serbia,0,0.0,0.0,0.0
2611,2016-08-09,Serbia,0,0.0,0.0,0.0
2612,2016-08-10,Serbia,0,0.0,0.0,0.0
2613,2016-08-11,Serbia,0,0.0,0.0,0.0
2614,2016-08-12,Serbia,0,0.0,0.0,0.0
2615,2016-08-13,Serbia,0,0.0,0.0,0.0
2616,2016-08-14,Serbia,0,0.0,0.0,0.0
2617,2016-08-15,Serbia,0,0.0,0.0,0.0
2618,2016-08-16,Serbia,1,0.0,0.0,1.0
2619,2016-08-17,Serbia,1,1.0,1.0,3.0
2620,2016-08-18,Serbia,1,2.0,1.0,4.0
2621,2016-08-19,Serbia,1,2.0,1.0,4.0
2622,2016-08-20,Serbia,2,3.0,2.0,7.0
2623,2016-08-21,Serbia,2,4.0,2.0,8.0
2624,2016-08-06,Seychelles,0.0,0.0,0.0,0.0
2625,2016-08-07,Seychelles,0,0.0,0.0,0.0
2626,2016-08-08,Seychelles,0,0.0,0.0,0.0
2627,2016-08-09,Seychelles,0,0.0,0.0,0.0
2628,2016-08-10,Seychelles,0,0.0,0.0,0.0
2629,2016-08-11,Seychelles,0,0.0,0.0,0.0
2630,2016-08-12,Seychelles,0,0.0,0.0,0.0
2631,2016-08-13,Seychelles,0,0.0,0.0,0.0
2632,2016-08-14,Seychelles,0,0.0,0.0,0.0
2633,2016-08-15,Seychelles,0,0.0,0.0,0.0
2634,2016-08-16,Seychelles,0,0.0,0.0,0.0
2635,2016-08-17,Seychelles,0,0.0,0.0,0.0
2636,2016-08-18,Seychelles,0,0.0,0.0,0.0
2637,2016-08-19,Seychelles,0,0.0,0.0,0.0
2638,2016-08-20,Seychelles,0,0.0,0.0,0.0
2639,2016-08-21,Seychelles,0,0.0,0.0,0.0
2640,2016-08-06,Sierra Leone,0.0,0.0,0.0,0.0
2641,2016-08-07,Sierra Leone,0,0.0,0.0,0.0
2642,2016-08-08,Sierra Leone,0,0.0,0.0,0.0
2643,2016-08-09,Sierra Leone,0,0.0,0.0,0.0
2644,2016-08-10,Sierra Leone,0,0.0,0.0,0.0
2645,2016-08-11,Sierra Leone,0,0.0,0.0,0.0
2646,2016-08-12,Sierra Leone,0,0.0,0.0,0.0
2647,2016-08-13,Sierra Leone,0,0.0,0.0,0.0
2648,2016-08-14,Sierra Leone,0,0.0,0.0,0.0
2649,2016-08-15,Sierra Leone,0,0.0,0.0,0.0
2650,2016-08-16,Sierra Leone,0,0.0,0.0,0.0
2651,2016-08-17,Sierra Leone,0,0.0,0.0,0.0
2652,2016-08-18,Sierra Leone,0,0.0,0.0,0.0
2653,2016-08-19,Sierra Leone,0,0.0,0.0,0.0
2654,2016-08-20,Sierra Leone,0,0.0,0.0,0.0
2655,2016-08-21,Sierra Leone,0,0.0,0.0,0.0
2656,2016-08-06,Singapore,0.0,0.0,0.0,0.0
2657,2016-08-07,Singapore,0,0.0,0.0,0.0
2658,2016-08-08,Singapore,0,0.0,0.0,0.0
2659,2016-08-09,Singapore,0,0.0,0.0,0.0
2660,2016-08-10,Singapore,0,0.0,0.0,0.0
2661,2016-08-11,Singapore,0,0.0,0.0,0.0
2662,2016-08-12,Singapore,1,0.0,0.0,1.0
2663,2016-08-13,Singapore,1,0.0,0.0,1.0
2664,2016-08-14,Singapore,1,0.0,0.0,1.0
2665,2016-08-15,Singapore,1,0.0,0.0,1.0
2666,2016-08-16,Singapore,1,0.0,0.0,1.0
2667,2016-08-17,Singapore,1,0.0,0.0,1.0
2668,2016-08-18,Singapore,1,0.0,0.0,1.0
2669,2016-08-19,Singapore,1,0.0,0.0,1.0
2670,2016-08-20,Singapore,1,0.0,0.0,1.0
2671,2016-08-21,Singapore,1,0.0,0.0,1.0
2672,2016-08-06,Slovakia,0.0,0.0,0.0,0.0
2673,2016-08-07,Slovakia,0,0.0,0.0,0.0
2674,2016-08-08,Slovakia,0,0.0,0.0,0.0
2675,2016-08-09,Slovakia,0,1.0,0.0,1.0
2676,2016-08-10,Slovakia,0,1.0,0.0,1.0
2677,2016-08-11,Slovakia,1,1.0,0.0,2.0
2678,2016-08-12,Slovakia,1,1.0,0.0,2.0
2679,2016-08-13,Slovakia,1,1.0,0.0,2.0
2680,2016-08-14,Slovakia,1,1.0,0.0,2.0
2681,2016-08-15,Slovakia,1,1.0,0.0,2.0
2682,2016-08-16,Slovakia,1,1.0,0.0,2.0
2683,2016-08-17,Slovakia,1,1.0,0.0,2.0
2684,2016-08-18,Slovakia,1,1.0,0.0,2.0
2685,2016-08-19,Slovakia,2,1.0,0.0,3.0
2686,2016-08-20,Slovakia,2,2.0,0.0,4.0
2687,2016-08-21,Slovakia,2,2.0,0.0,4.0
2688,2016-08-06,Slovenia,0.0,0.0,0.0,0.0
2689,2016-08-07,Slovenia,0,0.0,0.0,0.0
2690,2016-08-08,Slovenia,0,0.0,0.0,0.0
2691,2016-08-09,Slovenia,1,0.0,0.0,1.0
2692,2016-08-10,Slovenia,1,1.0,0.0,2.0
2693,2016-08-11,Slovenia,1,1.0,1.0,3.0
2694,2016-08-12,Slovenia,1,1.0,1.0,3.0
2695,2016-08-13,Slovenia,1,1.0,1.0,3.0
2696,2016-08-14,Slovenia,1,1.0,1.0,3.0
2697,2016-08-15,Slovenia,1,1.0,1.0,3.0
2698,2016-08-16,Slovenia,1,2.0,1.0,4.0
2699,2016-08-17,Slovenia,1,2.0,1.0,4.0
2700,2016-08-18,Slovenia,1,2.0,1.0,4.0
2701,2016-08-19,Slovenia,1,2.0,1.0,4.0
2702,2016-08-20,Slovenia,1,2.0,1.0,4.0
2703,2016-08-21,Slovenia,1,2.0,1.0,4.0
2704,2016-08-06,Solomon Islands,0.0,0.0,0.0,0.0
2705,2016-08-07,Solomon Islands,0,0.0,0.0,0.0
2706,2016-08-08,Solomon Islands,0,0.0,0.0,0.0
2707,2016-08-09,Solomon Islands,0,0.0,0.0,0.0
2708,2016-08-10,Solomon Islands,0,0.0,0.0,0.0
2709,2016-08-11,Solomon Islands,0,0.0,0.0,0.0
2710,2016-08-12,Solomon Islands,0,0.0,0.0,0.0
2711,2016-08-13,Solomon Islands,0,0.0,0.0,0.0
2712,2016-08-14,Solomon Islands,0,0.0,0.0,0.0
2713,2016-08-15,Solomon Islands,0,0.0,0.0,0.0
2714,2016-08-16,Solomon Islands,0,0.0,0.0,0.0
